Name,Latitude,Longitude,Cuisine,Area,Rating,Reviews,Price,Address,GoogleMapsURL
some time blue cafe,13.779431899999999,100.5473272,Cafe,Phaya Thai,4.6,541,฿฿,"55/5 Soi Phahon Yothin 2, Khwaeng Samsen Nai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJ7TQnsKCe4jAROVRrt6RPzc4
Soul’s Cafe Taladnoi,13.733595099999999,100.512023,Cafe,Yaowarat,5.0,409,฿,"In front of So Heng Tai House 282 Soi Wanit 2, Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJmW48yKeZ4jART2J1vbuOHkg
The Summer Coffee - Talat Noi,13.7337885,100.5144624,Cafe,สัมพันธวงศ์,4.8,462,฿,"ถ. เจริญกรุง Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJs77ujN6Z4jARRhSuQRX7U-o
CÉRÉMONIALE Matcha Atelier,13.738377999999999,100.50714099999999,Matcha Cafe,Yaowarat,4.5,570,฿,"Song Wat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJiTqJqB2Z4jARTjPjw2mcVZ4
Peace 和 Oriental Teahouse (Gaysorn Amarin),13.7439979,100.5413947,Cafe,Pathumwan,4.7,488,฿,"496 502, 10330 ถนน เพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJ9yQ75EOf4jARWrzkPgQ6DZY
"mini ミニ oriental speedbar (G Tower, G floor)",13.7569726,100.5657044,Matcha Cafe,Huai Khwang,4.7,484,฿,"G Tower (Down 1 Floor, G floor, ถ. พระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJvVN8I42e4jARXgEs2WU25wk
MTCH - Sukhumvit23,13.7409324,100.56583119999999,Matcha Cafe,Watthana,4.7,481,฿,"116, 21 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJmUN9z8qf4jAReiGaHFnytDU
Breadtory Cafe,14.005467399999999,100.57141399999999,Cafe,Pathum Thani,4.4,571,฿฿,"69 54, Tambon Suan Prink Thai, Amphoe Mueang Pathum Thani, Chang Wat Pathum Thani 12000, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJc3nXfMSB4jARLPEHSWeAcrE
Shinji Matcha,13.7888342,100.59114919999999,Matcha Cafe,Wang Thonglang,4.9,394,฿,"221, 1 Soi.Ladprao, Wangthonglang, Krung Thep Maha Nakhon 10310, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJQawSKrSd4jARGXbxwt2XqW8
MaLet's Cafe & Coffee Roastery,13.7254866,100.5161662,Cafe,บางรัก,4.7,445,฿,"1222 ถ. เจริญกรุง Khwaeng Bang Rak, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJcdG63dqY4jARgq0pEQZJg3U
พบหน้า specialty coffee & roastery,13.7269697,100.53355379999999,Cafe,Bang Rak,4.7,443,฿,"12/13 Convent Rd, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJMTfmwROf4jARg9Q1q2MbQQ8
Porcupine Cafe,13.783154099999999,100.5429089,Cafe,Phaya Thai,4.3,593,฿,"48 Soi Ari 4 Nua, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJt2-nHR2c4jARFOFl8saao7U
Flat+White cafe,13.7365666,100.58508309999999,Cafe,Watthana,4.6,469,฿฿,"810/5 Soi Thara Rom 2, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJ8cutYayf4jARnnr1olHN2bE
zhong.bkk 众 - tea bar,13.758854699999999,100.54130599999999,Cafe,Ratchathewi,5.0,352,฿฿,"Thanon Rang Nam, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJnezD0tif4jARrkIpuCdFM3E
BAY Aree,13.782343299999999,100.54309219999999,Cafe,พญาไท,4.3,570,฿฿,"111 ถนน Phahonyothin Soi 7, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJL6oMxRid4jARO32aVKwK_9Q
