Name,Latitude,Longitude,Cuisine,Area,Rating,Reviews,Price,Address,GoogleMapsURL
The Gardens of Dinsor Palace,13.722617399999999,100.58228220000001,Italian,Ekkamai,4.4,1819,฿฿,"1217/2 ซอย ชุมพล Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJ947tbq-f4jARmqxnBY9oxv4
คาซ่า พาสต้า,13.6844813,100.6142246,Italian,Ram Khamhaeng,4.7,1358,฿฿,"101/1 ถนน สุขุมวิท 101/1 Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJQYkgJQCg4jARcf79HUg352w
Featherstone,13.7297797,100.59303059999999,Italian,Sukhumvit,4.6,977,฿฿,"60 Soi Ekkamai 12, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJyZMyxEie4jARAxudnxGQbTA
DDC PIZZA ( Délices de Capoue ),13.736444899999999,100.58775109999999,Italian,Ekkamai,4.7,487,฿฿,"359/7 Ekamai Complex, ซ. สุขุมวิท 63 Klongtan Nua, เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJ95N6uE2e4jARK7OM6zQB5LI
MARU MARU PIZZA,13.717673399999999,100.590795,Italian,Watthana,4.7,425,฿฿,"14 Soi Sukhumvit 67, Khwaeng Phra Khanong Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJad4_faGf4jARQ10zyW3P1N0
the sparrow,13.724198999999999,100.58340749999999,Italian,Ekkamai,4.5,478,฿฿,"28/12 Sukhumvit 61, Khwaeng Phra Khanong Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJQa58lluf4jARyHcBKr_HOY0
Daniel Thaiger Burger & STAX Burger,13.7490382,100.5819635,Thai-American Burger,Huai Khwang,4.6,379,฿฿,"419, 1 Soi Phetchaburi 47, Lane 3-4, Khwaeng Bang Kapi, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJPfsvjFue4jARRyUO6wg0dNQ
Armenio's Modern Grandma,13.7219907,100.5479364,Italian,Sathorn,4.8,304,฿฿,"48 Soi Saphan Khu, Khwaeng Thung Maha Mek, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJ29JGW2if4jARCjVU6F91zDc
Joe and Manoach Pizza,13.7169373,100.5318171,Italian,Yan Nawa,4.9,190,฿฿,"267 45 Thanon Naradhiwat Rajanagarindra, Khwaeng Yan Nawa, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJTTtGzqSZ4jAR_aKz2hFi7bQ
